term,valence,source
strive,0.055,sentibignomics_x0.1
stroke,-0.005,sentibignomics_x0.1
stronghold,0.05,sentibignomics_x0.1
strongly,0.065,sentibignomics_x0.1
structural,0.005,sentibignomics_x0.1
structured,0.02,sentibignomics_x0.1
struggle,-0.055,sentibignomics_x0.1
stubborn,-0.05,sentibignomics_x0.1
stuck,-0.045,sentibignomics_x0.1
stud,0.0,sentibignomics_x0.1
stuffy,-0.03,sentibignomics_x0.1
stumble,-0.04,sentibignomics_x0.1
stump,-0.005,sentibignomics_x0.1
stun,-0.04,sentibignomics_x0.1
stunned,0.0,sentibignomics_x0.1
stunning,0.08,sentibignomics_x0.1
stunt,-0.02,sentibignomics_x0.1
stupendous,0.085,sentibignomics_x0.1
stupid,-0.08,sentibignomics_x0.1
stupidity,-0.075,sentibignomics_x0.1
sturdy,0.04,sentibignomics_x0.1
stutter,-0.04,sentibignomics_x0.1
stuttering,-0.04,sentibignomics_x0.1
stylish,0.055,sentibignomics_x0.1
stymie,-0.025,sentibignomics_x0.1
subdue,-0.03,sentibignomics_x0.1
subdued,-0.005,sentibignomics_x0.1
subject,0.0,sentibignomics_x0.1
subjection,-0.03,sentibignomics_x0.1
submerge,-0.005,sentibignomics_x0.1
submit,0.0,sentibignomics_x0.1
subordinated,-0.015,sentibignomics_x0.1
subpoena,0.0,sentibignomics_x0.1
subprime,0.035,sentibignomics_x0.1
subrogate,-0.015,sentibignomics_x0.1
subside,0.02,sentibignomics_x0.1
subsidiary,0.0,sentibignomics_x0.1
subsidize,0.04,sentibignomics_x0.1
subsidized,0.04,sentibignomics_x0.1
subsidy,0.035,sentibignomics_x0.1
subsist,0.0,sentibignomics_x0.1
substance,0.0,sentibignomics_x0.1
substandard,-0.03,sentibignomics_x0.1
substantial,0.05,sentibignomics_x0.1
substantiate,0.05,sentibignomics_x0.1
substantive,0.035,sentibignomics_x0.1
substitution,0.015,sentibignomics_x0.1
subtle,0.0,sentibignomics_x0.1
subvert,-0.035,sentibignomics_x0.1
successfully,0.08,sentibignomics_x0.1
succumb,-0.035,sentibignomics_x0.1
sudden,0.0,sentibignomics_x0.1
suddenly,0.0,sentibignomics_x0.1
sue,-0.045,sentibignomics_x0.1
suffer,-0.06,sentibignomics_x0.1
sufferer,-0.035,sentibignomics_x0.1
suffering,-0.05,sentibignomics_x0.1
sufficiency,0.025,sentibignomics_x0.1
sufficient,0.065,sentibignomics_x0.1
suffocate,-0.06,sentibignomics_x0.1
sugary,-0.01,sentibignomics_x0.1
suggest,0.01,sentibignomics_x0.1
suggestion,0.015,sentibignomics_x0.1
suggestive,0.0,sentibignomics_x0.1
suit,0.0,sentibignomics_x0.1
suitability,0.04,sentibignomics_x0.1
suitable,0.05,sentibignomics_x0.1
sully,-0.035,sentibignomics_x0.1
sum,0.02,sentibignomics_x0.1
summer,0.0,sentibignomics_x0.1
summit,0.005,sentibignomics_x0.1
summon,0.005,sentibignomics_x0.1
sumptuous,0.075,sentibignomics_x0.1
sunny,0.045,sentibignomics_x0.1
sunrise,0.06,sentibignomics_x0.1
sunset,0.0,sentibignomics_x0.1
sunshine,0.06,sentibignomics_x0.1
super,0.07,sentibignomics_x0.1
superb,0.09,sentibignomics_x0.1
supercharge,0.045,sentibignomics_x0.1
supercharged,0.045,sentibignomics_x0.1
superficial,-0.03,sentibignomics_x0.1
superfluous,-0.015,sentibignomics_x0.1
superheat,-0.015,sentibignomics_x0.1
superior,0.065,sentibignomics_x0.1
superiority,0.03,sentibignomics_x0.1
superlative,0.065,sentibignomics_x0.1
superlow,-0.035,sentibignomics_x0.1
supermarket,0.045,sentibignomics_x0.1
supersede,0.015,sentibignomics_x0.1
supersized,0.065,sentibignomics_x0.1
supersonic,0.06,sentibignomics_x0.1
supervise,0.02,sentibignomics_x0.1
supplant,-0.005,sentibignomics_x0.1
supplement,0.06,sentibignomics_x0.1
supplier,0.0,sentibignomics_x0.1
supply,0.035,sentibignomics_x0.1
support,0.055,sentibignomics_x0.1
supportive,0.07,sentibignomics_x0.1
suppose,0.0,sentibignomics_x0.1
suppress,-0.06,sentibignomics_x0.1
supreme,0.075,sentibignomics_x0.1
supremo,0.045,sentibignomics_x0.1
surcharge,-0.03,sentibignomics_x0.1
sure,0.015,sentibignomics_x0.1
surety,0.025,sentibignomics_x0.1
surge,0.04,sentibignomics_x0.1
surgery,0.0,sentibignomics_x0.1
surgical,0.0,sentibignomics_x0.1
surging,0.05,sentibignomics_x0.1
surmount,0.04,sentibignomics_x0.1
surpass,0.06,sentibignomics_x0.1
surplus,0.045,sentibignomics_x0.1
surprise,0.03,sentibignomics_x0.1
surprising,0.025,sentibignomics_x0.1
surreal,0.035,sentibignomics_x0.1
surrender,-0.045,sentibignomics_x0.1
surreptitious,-0.01,sentibignomics_x0.1
surround,0.0,sentibignomics_x0.1
surtax,-0.01,sentibignomics_x0.1
survival,0.065,sentibignomics_x0.1
survive,0.075,sentibignomics_x0.1
survivor,0.06,sentibignomics_x0.1
susceptibility,-0.025,sentibignomics_x0.1
susceptible,-0.03,sentibignomics_x0.1
suspect,-0.025,sentibignomics_x0.1
suspend,-0.035,sentibignomics_x0.1
suspension,-0.03,sentibignomics_x0.1
suspicion,-0.025,sentibignomics_x0.1
suspicious,-0.045,sentibignomics_x0.1
suspiciously,-0.035,sentibignomics_x0.1
sustain,0.025,sentibignomics_x0.1
sustainable,0.045,sentibignomics_x0.1
sustained,0.05,sentibignomics_x0.1
sustaining,0.05,sentibignomics_x0.1
swagger,0.025,sentibignomics_x0.1
swallow,-0.05,sentibignomics_x0.1
swamp,-0.035,sentibignomics_x0.1
swank,-0.01,sentibignomics_x0.1
swanky,0.025,sentibignomics_x0.1
swap,0.0,sentibignomics_x0.1
swashbuckling,0.0,sentibignomics_x0.1
swath,0.0,sentibignomics_x0.1
sway,0.0,sentibignomics_x0.1
swear,0.0,sentibignomics_x0.1
sweat,-0.015,sentibignomics_x0.1
sweatshop,-0.07,sentibignomics_x0.1
sweaty,0.0,sentibignomics_x0.1
sweeping,0.0,sentibignomics_x0.1
sweeten,0.05,sentibignomics_x0.1
sweetener,0.03,sentibignomics_x0.1
swell,0.04,sentibignomics_x0.1
swift,0.05,sentibignomics_x0.1
swindle,-0.045,sentibignomics_x0.1
swing,0.0,sentibignomics_x0.1
swipe,-0.01,sentibignomics_x0.1
swirl,-0.01,sentibignomics_x0.1
swollen,-0.04,sentibignomics_x0.1
swoon,0.015,sentibignomics_x0.1
swoop,-0.005,sentibignomics_x0.1
sword,0.0,sentibignomics_x0.1
sympathetic,0.035,sentibignomics_x0.1
sympathy,0.04,sentibignomics_x0.1
symptom,-0.02,sentibignomics_x0.1
syndicated,0.02,sentibignomics_x0.1
syndication,0.01,sentibignomics_x0.1
synergy,0.05,sentibignomics_x0.1
taboo,-0.045,sentibignomics_x0.1
tackle,-0.02,sentibignomics_x0.1
tactical,0.055,sentibignomics_x0.1
tailspin,-0.05,sentibignomics_x0.1
taint,-0.055,sentibignomics_x0.1
take,0.0,sentibignomics_x0.1
takeoff,0.03,sentibignomics_x0.1
takeover,0.005,sentibignomics_x0.1
talent,0.06,sentibignomics_x0.1
talented,0.055,sentibignomics_x0.1
talk,0.0,sentibignomics_x0.1
tame,0.01,sentibignomics_x0.1
tamp,-0.01,sentibignomics_x0.1
tamper,-0.04,sentibignomics_x0.1
tangible,0.06,sentibignomics_x0.1
tangled,-0.045,sentibignomics_x0.1
tantalizing,0.04,sentibignomics_x0.1
taper,-0.06,sentibignomics_x0.1
tardy,-0.04,sentibignomics_x0.1
target,0.0,sentibignomics_x0.1
targeted,0.04,sentibignomics_x0.1
tariff,-0.005,sentibignomics_x0.1
tarnish,-0.055,sentibignomics_x0.1
tarnished,-0.075,sentibignomics_x0.1
tasteful,0.05,sentibignomics_x0.1
tasty,0.05,sentibignomics_x0.1
tatter,-0.05,sentibignomics_x0.1
tattered,-0.06,sentibignomics_x0.1
tatty,-0.04,sentibignomics_x0.1
taut,0.0,sentibignomics_x0.1
tax,0.0,sentibignomics_x0.1
taxable,0.0,sentibignomics_x0.1
teach,0.025,sentibignomics_x0.1
tear,-0.045,sentibignomics_x0.1
teasing,-0.045,sentibignomics_x0.1
tech,0.0,sentibignomics_x0.1
technical,0.0,sentibignomics_x0.1
technological,0.055,sentibignomics_x0.1
tedious,-0.035,sentibignomics_x0.1
teeming,0.0,sentibignomics_x0.1
teeter,-0.03,sentibignomics_x0.1
temper,-0.025,sentibignomics_x0.1
temporary,0.0,sentibignomics_x0.1
tempt,-0.005,sentibignomics_x0.1
temptation,-0.015,sentibignomics_x0.1
tempting,0.025,sentibignomics_x0.1
tenacious,-0.05,sentibignomics_x0.1
tend,0.0,sentibignomics_x0.1
tense,-0.03,sentibignomics_x0.1
tension,-0.05,sentibignomics_x0.1
tentacle,-0.005,sentibignomics_x0.1
tentative,-0.005,sentibignomics_x0.1
tentatively,-0.005,sentibignomics_x0.1
tenuous,-0.035,sentibignomics_x0.1
tepid,-0.02,sentibignomics_x0.1
terminable,-0.03,sentibignomics_x0.1
terminate,-0.055,sentibignomics_x0.1
termination,-0.07,sentibignomics_x0.1
terminus,-0.005,sentibignomics_x0.1
terrible,-0.065,sentibignomics_x0.1
terrific,0.065,sentibignomics_x0.1
terrified,-0.075,sentibignomics_x0.1
terrifying,-0.08,sentibignomics_x0.1
territory,0.0,sentibignomics_x0.1
terrorize,-0.08,sentibignomics_x0.1
terse,-0.05,sentibignomics_x0.1
test,0.0,sentibignomics_x0.1
testify,0.0,sentibignomics_x0.1
testimony,0.0,sentibignomics_x0.1
testing,0.0,sentibignomics_x0.1
tether,-0.045,sentibignomics_x0.1
textured,0.02,sentibignomics_x0.1
thank,0.02,sentibignomics_x0.1
thankless,-0.055,sentibignomics_x0.1
thatched,0.0,sentibignomics_x0.1
thaw,-0.005,sentibignomics_x0.1
theft,-0.055,sentibignomics_x0.1
thence,0.0,sentibignomics_x0.1
thenceforth,0.0,sentibignomics_x0.1
thenceforward,0.0,sentibignomics_x0.1
therapeutic,0.04,sentibignomics_x0.1
thereafter,0.0,sentibignomics_x0.1
thereat,0.0,sentibignomics_x0.1
therefrom,0.0,sentibignomics_x0.1
therein,0.0,sentibignomics_x0.1
thereof,0.0,sentibignomics_x0.1
thereto,0.0,sentibignomics_x0.1
therewith,0.0,sentibignomics_x0.1
thick,0.01,sentibignomics_x0.1
thicket,-0.015,sentibignomics_x0.1
thief,-0.055,sentibignomics_x0.1
thin,-0.03,sentibignomics_x0.1
thing,0.0,sentibignomics_x0.1
think,0.0,sentibignomics_x0.1
thirsty,-0.005,sentibignomics_x0.1
thorn,-0.045,sentibignomics_x0.1
thorny,-0.05,sentibignomics_x0.1
thorough,0.04,sentibignomics_x0.1
thoughtful,0.045,sentibignomics_x0.1
thrall,-0.03,sentibignomics_x0.1
thrash,-0.045,sentibignomics_x0.1
threadbare,-0.025,sentibignomics_x0.1
threaten,-0.055,sentibignomics_x0.1
threatening,-0.065,sentibignomics_x0.1
threshold,0.0,sentibignomics_x0.1
thrift,0.0,sentibignomics_x0.1
thrifty,0.02,sentibignomics_x0.1
thrill,0.04,sentibignomics_x0.1
thriller,-0.03,sentibignomics_x0.1
thrilling,0.05,sentibignomics_x0.1
thrive,0.06,sentibignomics_x0.1
thriving,0.08,sentibignomics_x0.1
throe,-0.05,sentibignomics_x0.1
throng,0.005,sentibignomics_x0.1
throttle,0.015,sentibignomics_x0.1
throw,-0.03,sentibignomics_x0.1
throwaway,-0.035,sentibignomics_x0.1
throwback,0.0,sentibignomics_x0.1
thud,-0.04,sentibignomics_x0.1
thug,-0.05,sentibignomics_x0.1
thump,-0.045,sentibignomics_x0.1
thunder,-0.015,sentibignomics_x0.1
thwart,-0.035,sentibignomics_x0.1
tick,-0.005,sentibignomics_x0.1
tickle,0.03,sentibignomics_x0.1
tidy,0.05,sentibignomics_x0.1
tiered,0.005,sentibignomics_x0.1
tight,-0.025,sentibignomics_x0.1
tighten,-0.005,sentibignomics_x0.1
tightening,0.0,sentibignomics_x0.1
tightrope,-0.04,sentibignomics_x0.1
tilt,-0.02,sentibignomics_x0.1
time,0.0,sentibignomics_x0.1
timely,0.04,sentibignomics_x0.1
timid,-0.04,sentibignomics_x0.1
tinker,-0.005,sentibignomics_x0.1
tiny,-0.03,sentibignomics_x0.1
tipped,0.035,sentibignomics_x0.1
tire,-0.035,sentibignomics_x0.1
tired,-0.04,sentibignomics_x0.1
tireless,0.0,sentibignomics_x0.1
tiresome,-0.04,sentibignomics_x0.1
titanic,-0.045,sentibignomics_x0.1
toehold,0.0,sentibignomics_x0.1
toil,-0.04,sentibignomics_x0.1
tolerable,0.035,sentibignomics_x0.1
tolerance,0.045,sentibignomics_x0.1
tolerant,0.01,sentibignomics_x0.1
tolerate,0.005,sentibignomics_x0.1
toleration,0.02,sentibignomics_x0.1
toll,-0.03,sentibignomics_x0.1
tomb,-0.04,sentibignomics_x0.1
toned,0.025,sentibignomics_x0.1
tonic,0.02,sentibignomics_x0.1
tonne,0.0,sentibignomics_x0.1
top,0.05,sentibignomics_x0.1
topple,-0.04,sentibignomics_x0.1
torch,-0.01,sentibignomics_x0.1
torment,-0.06,sentibignomics_x0.1
torpedo,-0.035,sentibignomics_x0.1
torpid,-0.04,sentibignomics_x0.1
torpor,-0.025,sentibignomics_x0.1
torrid,-0.035,sentibignomics_x0.1
tort,-0.005,sentibignomics_x0.1
tortious,-0.055,sentibignomics_x0.1
tortiously,-0.05,sentibignomics_x0.1
tortuous,-0.06,sentibignomics_x0.1
tortuously,-0.045,sentibignomics_x0.1
torture,-0.06,sentibignomics_x0.1
total,0.0,sentibignomics_x0.1
totter,-0.03,sentibignomics_x0.1
touchdown,0.08,sentibignomics_x0.1
touchy,-0.035,sentibignomics_x0.1
tough,-0.03,sentibignomics_x0.1
toughen,-0.005,sentibignomics_x0.1
tow,-0.005,sentibignomics_x0.1
toxic,-0.065,sentibignomics_x0.1
track,0.0,sentibignomics_x0.1
trade,0.0,sentibignomics_x0.1
tradeable,0.04,sentibignomics_x0.1
trafficking,-0.085,sentibignomics_x0.1
tragedy,-0.08,sentibignomics_x0.1
tragic,-0.07,sentibignomics_x0.1
tragically,-0.07,sentibignomics_x0.1
trample,-0.05,sentibignomics_x0.1
tranquil,0.04,sentibignomics_x0.1
transformational,0.055,sentibignomics_x0.1
transformative,0.045,sentibignomics_x0.1
transgression,-0.065,sentibignomics_x0.1
transitory,0.03,sentibignomics_x0.1
translate,0.0,sentibignomics_x0.1
transmit,0.01,sentibignomics_x0.1
transparency,0.04,sentibignomics_x0.1
transparent,0.01,sentibignomics_x0.1
trash,-0.055,sentibignomics_x0.1
trauma,-0.065,sentibignomics_x0.1
traumatic,-0.06,sentibignomics_x0.1
traumatize,-0.08,sentibignomics_x0.1
traumatized,-0.07,sentibignomics_x0.1
travail,-0.04,sentibignomics_x0.1
treacherous,-0.08,sentibignomics_x0.1
treasure,0.055,sentibignomics_x0.1
treasured,0.07,sentibignomics_x0.1
treat,0.0,sentibignomics_x0.1
treatment,0.045,sentibignomics_x0.1
treaty,0.025,sentibignomics_x0.1
treble,0.03,sentibignomics_x0.1
tremble,-0.04,sentibignomics_x0.1
tremendous,0.07,sentibignomics_x0.1
tremendously,0.045,sentibignomics_x0.1
tremor,-0.05,sentibignomics_x0.1
trench,-0.015,sentibignomics_x0.1
trendy,0.05,sentibignomics_x0.1
trepidation,-0.04,sentibignomics_x0.1
trickle,-0.01,sentibignomics_x0.1
tricky,-0.02,sentibignomics_x0.1
trigger,-0.01,sentibignomics_x0.1
triple,0.0,sentibignomics_x0.1
triumph,0.085,sentibignomics_x0.1
triumphant,0.085,sentibignomics_x0.1
trivial,-0.02,sentibignomics_x0.1
trot,-0.01,sentibignomics_x0.1
trouble,-0.075,sentibignomics_x0.1
troublesome,-0.055,sentibignomics_x0.1
troubling,-0.05,sentibignomics_x0.1
trough,-0.005,sentibignomics_x0.1
trounce,-0.01,sentibignomics_x0.1
trove,0.035,sentibignomics_x0.1
truce,0.07,sentibignomics_x0.1
trudge,-0.045,sentibignomics_x0.1
trundle,-0.03,sentibignomics_x0.1
trust,0.045,sentibignomics_x0.1
trusted,0.055,sentibignomics_x0.1
trustworthy,0.065,sentibignomics_x0.1
truth,0.03,sentibignomics_x0.1
truthful,0.06,sentibignomics_x0.1
try,0.01,sentibignomics_x0.1
tsunami,-0.06,sentibignomics_x0.1
tug,-0.025,sentibignomics_x0.1
tumble,-0.04,sentibignomics_x0.1
tumbledown,-0.03,sentibignomics_x0.1
tumult,-0.035,sentibignomics_x0.1
tumultuous,-0.03,sentibignomics_x0.1
turbine,0.0,sentibignomics_x0.1
turbocharged,0.05,sentibignomics_x0.1
turbulence,-0.045,sentibignomics_x0.1
turbulent,-0.035,sentibignomics_x0.1
turmoil,-0.07,sentibignomics_x0.1
turn,0.025,sentibignomics_x0.1
turnaround,0.05,sentibignomics_x0.1
turnout,0.005,sentibignomics_x0.1
turnover,-0.035,sentibignomics_x0.1
tussle,-0.035,sentibignomics_x0.1
tutelage,0.045,sentibignomics_x0.1
tweak,0.01,sentibignomics_x0.1
twist,-0.015,sentibignomics_x0.1
twisted,-0.04,sentibignomics_x0.1
twitch,-0.005,sentibignomics_x0.1
twitchy,-0.03,sentibignomics_x0.1
type,0.0,sentibignomics_x0.1
tyrannical,-0.07,sentibignomics_x0.1
tyranny,-0.045,sentibignomics_x0.1
ubiquitous,0.005,sentibignomics_x0.1
ugly,-0.065,sentibignomics_x0.1
uk,0.0,sentibignomics_x0.1
ultimate,0.06,sentibignomics_x0.1
ultra,0.04,sentibignomics_x0.1
ultraloose,-0.02,sentibignomics_x0.1
ultralow,-0.035,sentibignomics_x0.1
unable,-0.04,sentibignomics_x0.1
unacceptable,-0.05,sentibignomics_x0.1
unacceptably,-0.055,sentibignomics_x0.1
unaccountable,-0.06,sentibignomics_x0.1
unaccounted,-0.03,sentibignomics_x0.1
unaccustomed,-0.04,sentibignomics_x0.1
unaffected,0.0,sentibignomics_x0.1
unaffordable,-0.06,sentibignomics_x0.1
unaltered,0.0,sentibignomics_x0.1
unambiguously,0.005,sentibignomics_x0.1
unanimous,0.015,sentibignomics_x0.1
unannounced,-0.03,sentibignomics_x0.1
unanswered,-0.03,sentibignomics_x0.1
unanticipated,-0.02,sentibignomics_x0.1
unappealable,-0.05,sentibignomics_x0.1
unappealing,-0.07,sentibignomics_x0.1
unapproved,-0.06,sentibignomics_x0.1
unassailable,0.015,sentibignomics_x0.1
unassuming,-0.005,sentibignomics_x0.1
unattainable,-0.08,sentibignomics_x0.1
unattractive,-0.045,sentibignomics_x0.1
unaudited,-0.045,sentibignomics_x0.1
unauthorized,-0.04,sentibignomics_x0.1
unavailability,-0.025,sentibignomics_x0.1
unavailable,-0.02,sentibignomics_x0.1
unavoidable,-0.03,sentibignomics_x0.1
unavoidably,-0.03,sentibignomics_x0.1
unaware,-0.03,sentibignomics_x0.1
unbalanced,-0.04,sentibignomics_x0.1
unbearable,-0.07,sentibignomics_x0.1
unbeatable,0.055,sentibignomics_x0.1
unbelievable,0.005,sentibignomics_x0.1
unbiased,0.055,sentibignomics_x0.1
unblemished,0.07,sentibignomics_x0.1
unblock,0.03,sentibignomics_x0.1
unbridled,0.065,sentibignomics_x0.1
unbroken,0.06,sentibignomics_x0.1
unburden,0.045,sentibignomics_x0.1
uncanny,0.0,sentibignomics_x0.1
uncertainly,-0.03,sentibignomics_x0.1
unchanged,-0.015,sentibignomics_x0.1
uncharacteristic,-0.04,sentibignomics_x0.1
uncharted,-0.025,sentibignomics_x0.1
unclear,-0.025,sentibignomics_x0.1
uncollectable,-0.035,sentibignomics_x0.1
uncollected,-0.03,sentibignomics_x0.1
uncollectible,-0.035,sentibignomics_x0.1
uncomfortable,-0.04,sentibignomics_x0.1
uncommitted,-0.07,sentibignomics_x0.1
uncommon,-0.01,sentibignomics_x0.1
uncompetitive,-0.03,sentibignomics_x0.1
uncompleted,-0.035,sentibignomics_x0.1
uncomplicated,0.05,sentibignomics_x0.1
uncompromising,-0.02,sentibignomics_x0.1
unconcerned,-0.04,sentibignomics_x0.1
unconditional,0.03,sentibignomics_x0.1
unconfirmed,-0.025,sentibignomics_x0.1
unconscionable,-0.05,sentibignomics_x0.1
unconscionably,-0.06,sentibignomics_x0.1
unconscious,-0.07,sentibignomics_x0.1
unconsolidated,-0.035,sentibignomics_x0.1
unconstitutional,-0.07,sentibignomics_x0.1
unconstitutionality,-0.075,sentibignomics_x0.1
unconstitutionally,-0.08,sentibignomics_x0.1
uncontrollable,-0.06,sentibignomics_x0.1
uncontrollably,-0.04,sentibignomics_x0.1
uncontrolled,-0.04,sentibignomics_x0.1
unconventional,0.0,sentibignomics_x0.1
unconvinced,-0.04,sentibignomics_x0.1
unconvincing,-0.04,sentibignomics_x0.1
uncooperative,-0.04,sentibignomics_x0.1
uncorrected,-0.05,sentibignomics_x0.1
uncover,0.0,sentibignomics_x0.1
undamaged,0.065,sentibignomics_x0.1
undecided,-0.03,sentibignomics_x0.1
undefined,-0.03,sentibignomics_x0.1
undeliverable,-0.055,sentibignomics_x0.1
undelivered,-0.045,sentibignomics_x0.1
undemanding,-0.04,sentibignomics_x0.1
undemocratic,-0.05,sentibignomics_x0.1
undeniable,0.01,sentibignomics_x0.1
underappreciated,-0.065,sentibignomics_x0.1
underbid,-0.015,sentibignomics_x0.1
undercapitalised,-0.035,sentibignomics_x0.1
undercapitalized,-0.04,sentibignomics_x0.1
undercount,-0.03,sentibignomics_x0.1
undercover,-0.03,sentibignomics_x0.1
undercut,-0.03,sentibignomics_x0.1
underdeveloped,-0.06,sentibignomics_x0.1
underdog,0.005,sentibignomics_x0.1
underemployed,-0.07,sentibignomics_x0.1
underemployment,-0.06,sentibignomics_x0.1
underestimate,-0.045,sentibignomics_x0.1
underestimation,-0.03,sentibignomics_x0.1
underfinanced,-0.075,sentibignomics_x0.1
underfund,-0.04,sentibignomics_x0.1
underfunding,-0.055,sentibignomics_x0.1
undergird,-0.01,sentibignomics_x0.1
undergo,0.0,sentibignomics_x0.1
underinsured,-0.035,sentibignomics_x0.1
underinvest,-0.05,sentibignomics_x0.1
underlie,-0.01,sentibignomics_x0.1
undermine,-0.04,sentibignomics_x0.1
underpay,-0.045,sentibignomics_x0.1
underpayment,-0.055,sentibignomics_x0.1
underperform,-0.04,sentibignomics_x0.1
underperformance,-0.035,sentibignomics_x0.1
underplay,-0.04,sentibignomics_x0.1
underprice,-0.04,sentibignomics_x0.1
underpriced,-0.02,sentibignomics_x0.1
underpricing,-0.035,sentibignomics_x0.1
underproduced,-0.05,sentibignomics_x0.1
underproduction,-0.055,sentibignomics_x0.1
underrated,-0.035,sentibignomics_x0.1
underreport,-0.05,sentibignomics_x0.1
underreported,-0.075,sentibignomics_x0.1
undersell,-0.04,sentibignomics_x0.1
underserved,-0.04,sentibignomics_x0.1
undershoot,-0.025,sentibignomics_x0.1
understaffed,-0.055,sentibignomics_x0.1
understandable,0.04,sentibignomics_x0.1
understanding,0.05,sentibignomics_x0.1
understate,-0.03,sentibignomics_x0.1
understatement,-0.01,sentibignomics_x0.1
undertake,0.015,sentibignomics_x0.1
undertaking,-0.015,sentibignomics_x0.1
underused,-0.005,sentibignomics_x0.1
underutilisation,-0.05,sentibignomics_x0.1
underutilization,-0.04,sentibignomics_x0.1
underutilize,-0.04,sentibignomics_x0.1
undervalue,-0.025,sentibignomics_x0.1
undervalued,-0.06,sentibignomics_x0.1
underwater,0.0,sentibignomics_x0.1
underweight,-0.03,sentibignomics_x0.1
underwrite,0.0,sentibignomics_x0.1
undeserved,-0.05,sentibignomics_x0.1
undesignated,-0.02,sentibignomics_x0.1
undesirable,-0.05,sentibignomics_x0.1
undesired,-0.035,sentibignomics_x0.1
undetectable,-0.03,sentibignomics_x0.1
undetected,-0.03,sentibignomics_x0.1
undetermined,-0.03,sentibignomics_x0.1
undeveloped,-0.055,sentibignomics_x0.1
undischarged,-0.03,sentibignomics_x0.1
undisclosed,-0.025,sentibignomics_x0.1
undiscovered,-0.035,sentibignomics_x0.1
undisputed,0.0,sentibignomics_x0.1
undistinguished,-0.04,sentibignomics_x0.1
undistributed,0.015,sentibignomics_x0.1
undocumented,-0.03,sentibignomics_x0.1
undoubted,0.04,sentibignomics_x0.1
undoubtedly,0.03,sentibignomics_x0.1
undue,-0.03,sentibignomics_x0.1
unduly,-0.03,sentibignomics_x0.1
unearned,-0.03,sentibignomics_x0.1
unearth,0.0,sentibignomics_x0.1
unease,-0.04,sentibignomics_x0.1
uneasy,-0.02,sentibignomics_x0.1
uneconomic,-0.04,sentibignomics_x0.1
uneconomical,-0.06,sentibignomics_x0.1
uneconomically,-0.065,sentibignomics_x0.1
uneducated,-0.055,sentibignomics_x0.1
unemployed,-0.075,sentibignomics_x0.1
unemployment,-0.07,sentibignomics_x0.1
unencumbered,0.055,sentibignomics_x0.1
unending,0.015,sentibignomics_x0.1
unenforceability,-0.04,sentibignomics_x0.1
unenforceable,-0.065,sentibignomics_x0.1
unenthusiastic,-0.04,sentibignomics_x0.1
unenviable,-0.025,sentibignomics_x0.1
unequal,-0.05,sentibignomics_x0.1
unequivocal,-0.01,sentibignomics_x0.1
unequivocally,0.0,sentibignomics_x0.1
unethical,-0.075,sentibignomics_x0.1
unethically,-0.08,sentibignomics_x0.1
unexciting,-0.045,sentibignomics_x0.1
unexercised,-0.03,sentibignomics_x0.1
unexpected,-0.01,sentibignomics_x0.1
unexpectedly,-0.03,sentibignomics_x0.1
unexplained,-0.04,sentibignomics_x0.1
unfair,-0.04,sentibignomics_x0.1
unfairly,-0.055,sentibignomics_x0.1
unfamiliar,-0.03,sentibignomics_x0.1
unfamiliarity,-0.035,sentibignomics_x0.1
unfashionable,-0.04,sentibignomics_x0.1
unfavorably,-0.04,sentibignomics_x0.1
unfavourable,-0.06,sentibignomics_x0.1
